"Lat","Long","Score"
32.2041666666339,-87.7208333334824,64039.43
33.3124999999628,-89.6125000001416,64005.117
32.2208333333004,-87.6125000001495,64003.996
32.2291666666338,-87.6625000001494,63772.03
34.84583333329,-86.5208333334872,62777.494
32.2458333333004,-87.6041666668162,61620.528
41.2791666665975,-97.4625000001101,61615.936
32.1958333333005,-87.6958333334825,61599.329
32.2041666666339,-87.5875000001496,61420.513
44.2458333332523,-95.3458333334519,61367.544
32.237499999967,-87.6625000001494,61324.34
40.7958333332662,-97.1458333334448,61202.124
32.512499999966,-90.5208333334712,60315.57
32.2208333333004,-87.7125000001491,60093.166
33.5791666666284,-86.904166666819,59352.69
32.2624999999669,-87.6458333334828,59337.504
33.0541666666305,-90.3625000001385,59177.352
32.2124999999672,-87.5875000001496,59047.296
32.237499999967,-87.6541666668161,59029.082
34.8291666666234,-86.5291666668205,58934.964
32.237499999967,-87.5708333334831,58919.826
32.2458333333004,-87.6791666668159,58862.292
32.237499999967,-87.6375000001494,58806.258
32.2541666666337,-88.2958333334801,58163.462
33.2874999999628,-89.595833333475,58002.891
32.512499999966,-90.5041666668047,57568.035
32.0624999999677,-88.7625000001449,57546.18
32.2124999999672,-87.6625000001494,57291.113
33.3291666666293,-89.6208333334748,57268.475
32.0374999999678,-87.6458333334828,57241.56
32.0708333333011,-88.7625000001449,57214.864
32.1291666666341,-89.4708333334754,56913.986
33.5874999999617,-86.8791666668191,56888.459
32.2458333333004,-87.6375000001494,56571.12
32.2541666666337,-87.6375000001494,56229
32.2624999999669,-87.5458333334831,56214.216
32.2208333333004,-87.7208333334824,56177.344
32.1874999999673,-87.6958333334825,56135.959
32.3041666666334,-87.5291666668166,56027.352
33.0624999999637,-90.3625000001385,55948.464
33.4958333332954,-88.9791666668108,55910.173
33.2874999999628,-89.5791666668083,55768.392
32.4541666666329,-90.4791666668048,55530.951
33.3374999999627,-89.6291666668081,55479.146
41.2541666665977,-97.3291666667774,55331.4
32.2624999999669,-87.6041666668162,55294.956
32.237499999967,-87.7208333334824,55192.432
33.3041666666294,-89.6041666668083,54911.261
44.01249999992,-90.070833333473,54887.23
33.5791666666284,-86.9208333334856,54757.948
33.3291666666293,-89.6125000001416,54459.332
32.237499999967,-87.6458333334828,54298.594
32.2291666666338,-87.5875000001496,54232.976
35.095833333289,-77.0291666668585,53988.35
32.2291666666338,-87.6541666668161,53815.678
32.5041666666326,-90.4958333334714,53457.215
32.2208333333004,-87.6625000001494,53425.806
32.512499999966,-90.5375000001378,53177.632
32.7708333332982,-89.9125000001403,53053.396
32.3208333333001,-87.6208333334828,53011.112
32.2541666666337,-87.5958333334829,52996.128
32.3291666666333,-87.6208333334828,52943.996
32.2208333333004,-87.6458333334828,52781.61
32.2124999999672,-87.6791666668159,52708.821
32.2541666666337,-87.5458333334831,52688.592
32.1874999999673,-87.6791666668159,52687.679
32.2124999999672,-89.6791666668079,52344.461
33.2874999999628,-89.6041666668083,52301.433
35.5624999999538,-78.8625000001846,52300.664
33.3374999999627,-89.6208333334748,52264.467
32.2541666666337,-87.6458333334828,52251.108
32.5041666666326,-90.5291666668045,52110.336
33.2874999999628,-89.5708333334751,51846.867
32.2541666666337,-87.5708333334831,51654.624
32.2291666666338,-87.6291666668161,51449.986
32.5291666666325,-90.4291666668049,51282.84
32.095833333301,-87.7208333334824,51246.426
32.3124999999667,-87.6125000001495,51245.404
32.3291666666333,-87.6125000001495,51193.52
32.2458333333004,-87.6458333334828,51192.744
34.8374999999566,-86.4958333334874,51158.56
32.2291666666338,-87.7625000001489,51134.655
44.2958333332521,-95.4791666667847,51121.9
32.237499999967,-87.6125000001495,51042.936
32.2624999999669,-87.6375000001494,51004.176
33.2958333332962,-89.595833333475,50951.972
35.0874999999557,-77.0291666668585,50936
34.8291666666234,-86.5041666668207,50816.733
32.237499999967,-87.6041666668162,50800.274
32.5208333332993,-90.5208333334712,50728.23
32.2291666666338,-87.7125000001491,50624.392
32.1708333333006,-89.4708333334754,50590.836
33.095833333297,-90.6458333334707,50566.11
32.4458333332995,-90.4958333334714,50205.368
33.5791666666284,-86.8791666668191,50138.274
41.1291666665982,-97.2875000001109,50075.424
32.2041666666339,-87.5958333334829,50020.146
32.1291666666341,-87.7541666668156,49979.552
32.1958333333005,-87.5958333334829,49896.858
33.0624999999637,-90.3458333334719,49894.611
32.512499999966,-90.4958333334714,49685.23
32.2208333333004,-87.6375000001494,49547.456
32.237499999967,-87.7125000001491,49432.922
32.3041666666334,-87.6125000001495,49330.092
32.2458333333004,-87.6625000001494,49326.9
32.5041666666326,-90.4708333334714,49211.435
32.2208333333004,-87.6541666668161,49091.14
32.0458333333011,-87.6458333334828,48956.44
33.5874999999617,-86.8708333334858,48886.837
32.1958333333005,-87.6125000001495,48732.233
32.2541666666337,-87.6625000001494,48731.616
32.512499999966,-90.4458333334715,48698.72
32.2291666666338,-87.8041666668154,48675.913
32.2458333333004,-87.5791666668163,48536.22
32.3208333333001,-87.6125000001495,48504.288
32.7708333332982,-89.9291666668069,48459.006
32.2624999999669,-87.5541666668165,48399.12
32.2624999999669,-87.6625000001494,48372.228
32.2041666666339,-87.6708333334826,48346.738
32.3541666666332,-87.5958333334829,48343.68
32.2041666666339,-87.6041666668162,48336.464
41.1374999999314,-96.7458333334463,48271.878
34.84583333329,-86.5125000001539,48169.238
33.3041666666294,-89.595833333475,48114.449
32.2124999999672,-89.6875000001413,47913.352
32.2541666666337,-87.6541666668161,47816.388
33.2958333332962,-89.5875000001416,47766.335
32.2791666666336,-87.6541666668161,47754.9
33.0458333332972,-90.3625000001385,47721.492
32.2791666666336,-87.6458333334828,47648.556
33.0458333332972,-90.3541666668052,47496.384
32.2541666666337,-87.6041666668162,47420.448
44.2958333332521,-95.5375000001178,47407.2
41.2208333332645,-97.3541666667772,47105.61
33.095833333297,-90.6375000001375,47097.96
33.3124999999628,-89.6208333334748,46948.187
32.4458333332995,-90.4791666668048,46860.778
32.2458333333004,-88.2791666668136,46855.792
32.0708333333011,-87.6291666668161,46814.76
32.1708333333006,-89.487500000142,46741.428
33.429166666629,-89.6208333334748,46736.811
32.3708333332998,-87.6208333334828,46671.072
32.2708333333003,-87.8291666668154,46513.77
32.4374999999662,-90.4875000001381,46474.05
33.0541666666305,-90.3708333334719,46297.173
33.2708333332963,-89.5708333334751,46290.651
32.2458333333004,-87.5625000001498,46263.24
33.2791666666295,-89.6375000001414,46252.806
41.1374999999314,-96.7541666667797,46214.316
33.2958333332962,-89.5708333334751,46199.9
32.512499999966,-90.5291666668045,46173.696
32.1124999999676,-87.6125000001495,46158.6
32.2291666666338,-87.7291666668158,45990.07
33.0541666666305,-90.3541666668052,45925.542
31.4958333333034,-92.4541666667969,45892.308
32.5208333332993,-90.5041666668047,45887.835
32.0708333333011,-87.6375000001494,45867.16
33.3041666666294,-89.5708333334751,45781.575
35.4374999999542,-92.154166666798,45780.253
32.0624999999677,-87.6375000001494,45532.28
32.3041666666334,-87.6208333334828,45440.234
32.512499999966,-90.5708333334711,45375.506
32.237499999967,-88.3375000001466,45368.371
33.5541666666284,-86.9125000001523,45343.29
32.1541666666341,-87.7375000001491,45282.475
32.2124999999672,-89.6958333334746,45042.845
32.1291666666341,-87.7458333334824,45039.813
32.2458333333004,-87.6208333334828,45021.168
32.2291666666338,-87.7541666668156,44995.605
32.1874999999673,-87.6041666668162,44991.529
32.5374999999659,-90.3541666668052,44838.366
33.4541666666289,-90.0291666668065,44824.59
32.2291666666338,-87.7791666668155,44764.496
32.487499999966,-90.4208333334716,44764.093
32.2458333333004,-88.2875000001468,44748.816
41.1291666665982,-97.2791666667775,44745.665
32.1624999999674,-87.7041666668159,44612.08
32.1124999999676,-87.7458333334824,44582.93
32.3041666666334,-87.6041666668162,44527.826
35.0791666666223,-77.0208333335252,44525.655
41.3124999999308,-97.3291666667774,44494.394
32.2541666666337,-87.5625000001498,44307.384
41.1458333332647,-97.2708333334442,44182.771
32.237499999967,-87.6708333334826,44157.218
35.154166666622,-77.095833333525,44125.865
32.4791666666328,-88.0791666668143,44118.434
32.237499999967,-87.6291666668161,44086.91
34.237499999959,-86.2541666668216,44065.856
32.2708333333003,-87.6458333334828,44041.812
32.1791666666339,-87.6041666668162,43989.99
32.2124999999672,-87.5958333334829,43941.755
32.0874999999676,-87.7208333334824,43925.034
32.2791666666336,-87.5958333334829,43852.356
32.1958333333005,-87.6041666668162,43824.11
32.3124999999667,-87.6208333334828,43803.676
35.154166666622,-77.1125000001915,43673.427
32.2124999999672,-87.5708333334831,43593.616
33.3041666666294,-89.5791666668083,43472.189
41.2874999999309,-97.0458333334451,43383.461
32.0791666666344,-87.7458333334824,43306.89
40.7958333332662,-97.1541666667781,43302.492
33.570833333295,-86.8625000001526,43294.593
32.2458333333004,-87.6541666668161,43243.068
40.8041666665994,-97.1375000001114,43181.676
32.3374999999667,-87.6291666668161,43176.49
35.1291666666222,-77.1041666668582,42988.036
32.1124999999676,-87.7625000001489,42950.586
32.2624999999669,-87.5625000001498,42949.932
44.3291666665854,-95.5458333334512,42930.936
32.1041666666342,-87.7208333334824,42864.588
32.1958333333005,-87.7375000001491,42643.872
32.2541666666337,-88.2875000001468,42577.094
33.2791666666295,-89.5708333334751,42536.076
32.1624999999674,-87.6875000001492,42532.48
32.6708333332987,-89.0875000001436,42460.092
32.1458333333008,-87.7625000001489,42433.916
32.2541666666337,-87.6291666668161,42398.664
33.4374999999622,-89.6125000001416,42387.786
32.1708333333006,-87.7208333334824,42265.608
32.5041666666326,-90.5041666668047,42178.92
32.4041666666331,-93.6375000001254,42035.301
32.1541666666341,-87.6708333334826,42024
32.5208333332993,-90.5291666668045,41913.632
32.5041666666326,-90.4458333334715,41861.33
32.2124999999672,-87.6541666668161,41812.012
35.1958333332885,-77.1208333335248,41756.897
32.5041666666326,-90.4041666668051,41756.015
31.7291666666357,-89.1125000001435,41673.7
32.0541666666345,-87.6375000001494,41661.92
32.2041666666339,-87.6458333334828,41641.556
32.0874999999676,-87.7458333334824,41603.664
41.2708333332642,-97.4625000001101,41571.744
32.4958333332994,-90.4375000001382,41559.313
41.2124999999312,-97.3708333334438,41556.69
31.9958333333013,-89.3291666668094,41509.767
32.2208333333004,-87.7625000001489,41493.75
33.4374999999622,-89.6291666668081,41488.175
32.3874999999665,-93.6041666667923,41448.96
33.429166666629,-89.6125000001416,41432.229
32.2624999999669,-87.5375000001498,41428.404
32.7708333332982,-89.9208333334736,41412.324
33.570833333295,-86.8708333334858,41409.1
41.3041666665975,-97.0958333334449,41392.307
32.3791666666332,-87.5541666668165,41373.732
34.8541666666233,-86.5791666668204,41335.788
32.5791666666323,-91.0375000001359,41264.32
32.512499999966,-90.4875000001381,41239.065
33.3124999999628,-89.595833333475,41209.116
32.237499999967,-89.6875000001413,41165.824
44.2874999999189,-95.4791666667847,41143.13
32.3374999999667,-87.6208333334828,41077.638
32.4541666666329,-90.4958333334714,41047.038
33.3208333332961,-89.6041666668083,40997.387
32.512499999966,-90.5791666668044,40981.358
32.1708333333006,-89.4791666668087,40979.808
32.2291666666338,-87.7708333334822,40871.18
32.1541666666341,-87.7625000001489,40837.314
32.2124999999672,-87.7208333334824,40827.436
32.3124999999667,-87.6041666668162,40789.826
32.2708333333003,-87.5375000001498,40787.64
32.5041666666326,-90.5125000001379,40705.595
32.1208333333009,-87.7541666668156,40579.336
41.2208333332645,-97.3458333334439,40514.37
32.0791666666344,-87.7541666668156,40513.284
32.1541666666341,-89.4708333334754,40424.646
32.5208333332993,-90.5375000001378,40360.48
41.2291666665977,-97.3541666667772,40339.56
33.0624999999637,-90.3708333334719,40031.979
44.0458333332531,-90.0875000001396,39981.69
32.2624999999669,-87.5875000001496,39965.256
32.6624999999653,-89.0875000001436,39837.42
32.4791666666328,-88.0625000001478,39805.874
35.0708333332891,-77.0291666668585,39795.18
32.2958333333002,-87.6208333334828,39764.452
35.154166666622,-77.1041666668582,39739.952
32.2124999999672,-89.6708333334746,39720.058
41.2791666665975,-97.4708333334435,39692.4
32.2708333333003,-87.5541666668165,39678.552
32.1624999999674,-87.7541666668156,39674.299
32.512499999966,-90.4375000001382,39622.555
40.512499999934,-86.7958333334861,39614.925
32.2041666666339,-87.6791666668159,39511.472
34.8374999999566,-86.4875000001541,39493.024
32.3291666666333,-87.6291666668161,39462.556
30.9374999999722,-89.3875000001424,39316.104
32.4708333332995,-90.5708333334711,39291.678
32.2708333333003,-87.5958333334829,39243.264
35.179166666622,-77.1041666668582,39234.937
32.3124999999667,-87.5291666668166,39217.908
32.2291666666338,-87.6458333334828,39190.606
32.2458333333004,-87.6875000001492,39095.532
33.5791666666284,-86.8708333334858,39083.387
33.5958333332949,-86.8708333334858,39082.248
32.0624999999677,-87.7458333334824,39040.75
32.1624999999674,-87.7208333334824,38958.3
32.0458333333011,-87.7125000001491,38957.876
32.0791666666344,-87.7125000001491,38918.752
33.5958333332949,-86.8791666668191,38864.448
34.1708333332926,-88.9625000001441,38815.556
32.1291666666341,-87.7375000001491,38794.189
32.2458333333004,-87.6291666668161,38783.196
32.3874999999665,-93.595833333459,38781.216
32.3708333332998,-87.6125000001495,38778.292
32.2624999999669,-87.6875000001492,38770.836
32.2458333333004,-88.3125000001467,38752.128
32.3124999999667,-87.6291666668161,38740.492
32.1791666666339,-87.6625000001494,38732.58
32.3124999999667,-87.6458333334828,38560.452
32.3208333333001,-87.6291666668161,38546.606
32.237499999967,-87.6875000001492,38474.688
32.1041666666342,-87.7541666668156,38337.396
34.1708333332926,-86.2625000001549,38313.45
33.0541666666305,-90.3791666668051,38164.6005
32.3541666666332,-93.4708333334595,38150.767
32.3041666666334,-87.6291666668161,38141.138
33.2791666666295,-89.595833333475,38138.99
32.7124999999651,-89.0541666668104,38107.882
41.1374999999314,-97.2875000001109,38086.507
32.3791666666332,-93.6208333334588,38045.64
32.2124999999672,-87.6458333334828,38030.476
41.262499999931,-97.0875000001116,38027.297
41.2708333332642,-97.4208333334437,37950.32
44.070833333253,-90.0875000001396,37928.191
32.1624999999674,-87.6958333334825,37921.744
35.1458333332887,-77.070833333525,37895.515
32.3458333333,-87.6291666668161,37874.592
32.2791666666336,-87.5458333334831,37858.608
31.7291666666357,-89.1041666668102,37837.75
32.2958333333002,-87.6125000001495,37819.782
33.5041666666286,-88.9875000001441,37803.359
33.4458333332956,-89.6291666668081,37788.096
32.0374999999678,-87.7125000001491,37737.164
34.5374999999579,-87.404166666817,37731.72
32.237499999967,-87.7041666668159,37600.864
32.5624999999658,-90.1458333334728,37547.955
44.2791666665856,-95.487500000118,37511.154
32.3374999999667,-87.6125000001495,37469.376
32.0708333333011,-88.7708333334783,37328.158
32.3458333333,-91.5291666668005,37322.355
32.2124999999672,-87.7041666668159,37314.849
33.5541666666284,-86.8958333334857,37273.5
33.0624999999637,-90.3375000001386,37263.1311
32.0874999999676,-87.7291666668158,37205.466
32.3874999999665,-93.6458333334587,37157.169
32.2458333333004,-87.7041666668159,37108.32
32.0708333333011,-87.7208333334824,37095.006
33.5458333332951,-90.6708333334707,37085.04
33.1041666666302,-90.6291666668041,37066.9362
34.8374999999566,-86.5375000001538,37059.424
32.2041666666339,-89.6708333334746,37057.344
32.2624999999669,-88.2958333334801,37033.476
32.4791666666328,-88.0875000001477,37031.814
34.8374999999566,-86.4708333334874,37005.93
33.4374999999622,-89.6208333334748,36936.675
32.0708333333011,-87.7125000001491,36927.504
35.0874999999557,-77.0375000001918,36894.83
32.2208333333004,-87.5791666668163,36823.892
33.3208333332961,-89.4791666668087,36822.75
32.4041666666331,-93.6208333334588,36819.648
32.3458333333,-91.5208333334672,36811.275
33.8791666666271,-87.5958333334829,36807.42
32.3374999999667,-91.5208333334672,36798.87
41.1458333332647,-97.2791666667775,36798.174
35.1041666666222,-77.0208333335252,36753.295
32.1624999999674,-90.1875000001392,36726.207
32.3791666666332,-93.6125000001256,36723.744
33.8624999999605,-87.6291666668161,36720.675
32.0791666666344,-87.6375000001494,36715.32
33.3208333332961,-89.6125000001416,36712.637
32.2041666666339,-87.6125000001495,36708.078
32.5041666666326,-90.5541666668044,36676.86
32.4708333332995,-90.5541666668044,36661.8
32.5208333332993,-90.5125000001379,36661.8
32.4708333332995,-90.5541666668044,36661.788
32.5208333332993,-90.5125000001379,36661.788
31.2791666666376,-84.4625000001622,36609.9
32.4958333332994,-90.4458333334715,36600.646
32.3208333333001,-87.6458333334828,36584.996
33.8541666666273,-88.9541666668108,36517.91
32.5208333332993,-90.4875000001381,36512.805
32.1624999999674,-87.7625000001489,36504.489
32.762499999965,-89.904166666807,36491.2898
35.0708333332891,-92.3208333334641,36483.948
32.1458333333008,-87.7375000001491,36454.117
33.4458333332956,-89.6375000001414,36423.408
34.8374999999566,-86.4791666668207,36415.83
32.3958333332997,-87.5208333334832,36406.464
32.3041666666334,-87.7541666668156,36397.188
32.2291666666338,-87.9708333334815,36376.226
32.2874999999669,-87.6208333334828,36367.5
32.0458333333011,-87.7041666668159,36357.292
32.1874999999673,-87.6125000001495,36317.611
33.2624999999629,-89.5875000001416,36293.587
32.1208333333009,-87.7625000001489,36264.242
32.2708333333003,-87.6541666668161,36218.172
33.2874999999628,-89.6208333334748,36095.718
32.3958333332997,-87.6458333334828,36020.336
32.2958333333002,-87.7125000001491,36014.692
32.2624999999669,-88.3125000001467,35967.636
32.3791666666332,-87.6291666668161,35927.052
33.2791666666295,-89.6208333334748,35918.894
32.3041666666334,-87.5208333334832,35914.224
34.1541666666261,-88.9541666668108,35907.672
32.3458333333,-87.6791666668159,35889.042
33.3208333332961,-89.6208333334748,35884.484
32.2291666666338,-87.6375000001494,35882.532
32.2708333333003,-87.6375000001494,35877.996
35.1958333332885,-77.1291666668581,35872.466
32.1124999999676,-87.6208333334828,35866.04
41.237499999931,-97.0958333334449,35836.28
32.1708333333006,-90.1958333334725,35791.434
35.0624999999557,-92.3125000001307,35766
32.3124999999667,-87.7041666668159,35739.368
32.3874999999665,-93.5875000001256,35733.432
32.3791666666332,-93.5291666667925,35721.392
32.1958333333005,-87.6208333334828,35720.465
32.429166666633,-90.6041666668042,35715.988
34.8541666666233,-86.5208333334872,35694.854
41.1541666665981,-97.2708333334442,35688.707
44.01249999992,-90.1625000001393,35683.568
32.0374999999678,-87.7041666668159,35673.668
32.237499999967,-88.3125000001467,35670.912
32.5041666666326,-90.4375000001382,35661.08
32.2208333333004,-87.7708333334822,35654.598
35.9708333332855,-78.5041666668527,35653.311
32.0708333333011,-87.7458333334824,35624.676
32.1708333333006,-87.7458333334824,35624.676
32.0708333333011,-87.7458333334824,35624.659
32.1708333333006,-87.7458333334824,35624.659
34.7208333332905,-86.7541666668197,35619.2316
41.345833333264,-97.3958333334437,35615.55
32.3208333333001,-87.6041666668162,35581.168
32.0874999999676,-87.7041666668159,35576.076
35.0208333332892,-76.9708333335254,35571.555
32.2958333333002,-87.6791666668159,35562.338
32.3874999999665,-93.5291666667925,35494.75
32.2791666666336,-87.6291666668161,35449.068
32.3541666666332,-87.5375000001498,35444.292
35.179166666622,-76.9875000001921,35428.477
41.1458333332647,-96.7458333334463,35425.77
32.3041666666334,-87.6375000001494,35417.004
32.4708333332995,-88.0791666668143,35399.865
32.2791666666336,-87.5625000001498,35379.876
32.2958333333002,-87.6291666668161,35360.416
32.2624999999669,-88.3041666668134,35341.008
32.4458333332995,-90.5375000001378,35321.356
32.2124999999672,-87.6375000001494,35318.69
44.2708333332523,-95.487500000118,35305.947
34.3708333332918,-86.8541666668193,35240.364
32.3458333333,-87.6708333334826,35225.344
33.5791666666284,-86.8375000001526,35156.448
32.1124999999676,-87.7541666668156,35153.167
32.0874999999676,-87.7125000001491,35144.528
32.0874999999676,-87.7625000001489,35134.464
32.2124999999672,-87.6125000001495,35083.455
32.1624999999674,-87.7125000001491,35079.192
33.6041666666283,-86.8708333334858,35052.264
33.2458333332963,-89.6458333334747,35051.157
32.2708333333003,-87.6625000001494,35023.5
35.1874999999553,-77.1208333335248,35012.523
32.2124999999672,-87.7125000001491,35007.786
32.4791666666328,-90.4875000001381,34999.527
32.1208333333009,-87.7458333334824,34987.582
32.1958333333005,-87.5875000001496,34976.942
32.4791666666328,-90.5875000001377,34967.808
32.1958333333005,-87.8125000001487,34888.938
32.512499999966,-90.5458333334712,34867.668
32.1541666666341,-89.4791666668087,34860.3492
32.4708333332995,-90.5375000001378,34825.196
32.237499999967,-88.3625000001466,34813.662
32.1708333333006,-90.1875000001392,34774.635
38.4124999999424,-97.5458333334431,34759.752
32.4458333332995,-90.4875000001381,34718.574
32.2458333333004,-87.6708333334826,34658.664
32.237499999967,-87.6208333334828,34636.196
32.3374999999667,-87.6708333334826,34633.2
32.2458333333004,-87.6125000001495,34618.656
32.3208333333001,-87.6625000001494,34592.768
32.1541666666341,-87.6625000001494,34567.576
32.2208333333004,-87.7791666668155,34558.888
33.2124999999631,-91.1041666668023,34516.966
35.9708333332855,-78.487500000186,34476.543
33.3291666666293,-89.6291666668081,34360.795
32.2208333333004,-87.5875000001496,34354.362
32.0374999999678,-87.7208333334824,34341.042
32.4708333332995,-88.0875000001477,34339.898
32.3124999999667,-87.5208333334832,34339.62
33.2874999999628,-89.5875000001416,34317.266
32.3874999999665,-87.5625000001498,34306.644
32.2874999999669,-87.6458333334828,34305.552
32.3124999999667,-87.6791666668159,34285.258
33.5458333332951,-86.8958333334857,34269.27
32.2208333333004,-87.5958333334829,34256.558
32.2208333333004,-87.7958333334822,34254.906
32.2291666666338,-87.6125000001495,34249.768
41.1208333332649,-97.2875000001109,34238.694
32.2291666666338,-87.7958333334822,34211.884
32.4541666666329,-90.5041666668047,34173.811
33.429166666629,-89.6291666668081,34171.525
41.320833333264,-97.3291666667774,34160.854
32.5624999999658,-90.1375000001395,34120.656
32.679166666632,-89.1291666668101,34098.864
41.2791666665975,-97.2708333334442,34093.942
32.5041666666326,-90.5625000001377,34088.648
33.8791666666271,-87.5875000001496,34062.392
41.2291666665977,-97.2958333334442,33958.815
38.8041666666075,-97.4375000001102,33949.107
32.3458333333,-91.5125000001339,33948.555
33.0624999999637,-90.3541666668052,33930.8307
32.4041666666331,-93.595833333459,33920.1
32.512499999966,-90.5541666668044,33919.38
33.5041666666286,-88.9791666668108,33908.226
31.7208333333025,-89.0791666668104,33899.462
32.3541666666332,-87.6041666668162,33804.708
32.512499999966,-90.4291666668049,33762.869
32.0541666666345,-87.6458333334828,33737.076
31.7291666666357,-89.0791666668104,33658.504
32.4624999999661,-89.1041666668102,33646.725
41.1874999999312,-97.3291666667774,33626.2
35.0874999999557,-77.0208333335252,33591.87
32.512499999966,-90.4041666668051,33591.222
32.2208333333004,-87.7291666668158,33543.524
32.4624999999661,-90.5541666668044,33513.732
40.762499999933,-97.1208333334448,33513.34
32.2624999999669,-87.7208333334824,33511.164
32.3958333332997,-93.6375000001254,33500.712
32.3124999999667,-87.6375000001494,33428.626
32.0791666666344,-87.7625000001489,33420.636
32.3791666666332,-93.595833333459,33420.192
41.3041666665975,-97.3375000001107,33343.576
33.3624999999626,-89.5791666668083,33324.752
40.7958333332662,-97.1375000001114,33304.698
32.2624999999669,-87.6791666668159,33302.316
41.2874999999309,-97.3291666667774,33290.768
41.2874999999309,-97.0541666667785,33267.069
32.6708333332987,-89.0958333334769,33222.771
32.3041666666334,-87.5541666668165,33197.832
32.0458333333011,-87.7208333334824,33186.888
35.1624999999554,-91.9291666667989,33180.882
31.7458333333024,-89.0625000001438,33125.605
32.5541666666325,-90.1458333334728,33118.2775
33.2958333332962,-89.6291666668081,33112.185
35.1624999999554,-77.0625000001917,33106.003
32.3958333332997,-87.5875000001496,33093.328
33.3041666666294,-89.5875000001416,33074.123
32.2874999999669,-87.5291666668166,33017.7
32.095833333301,-87.6291666668161,33006.652
35.1958333332885,-77.1375000001914,32998.504
33.2041666666299,-91.1041666668023,32970.806
33.2541666666297,-89.6208333334748,32957.743
41.1958333332646,-97.3208333334441,32955.78
32.1291666666341,-87.7208333334824,32954.55
32.4708333332995,-90.5791666668044,32948.55
32.2791666666336,-87.5541666668165,32922.588
32.0624999999677,-87.7208333334824,32919.516
32.1041666666342,-87.7625000001489,32917.896
32.2708333333003,-87.5708333334831,32905.5
35.154166666622,-77.1291666668581,32902.828
32.429166666633,-88.095833333481,32878.244
32.4374999999662,-90.4958333334714,32862.592
32.5041666666326,-90.5375000001378,32846.336
32.2624999999669,-87.7041666668159,32840.58
34.8208333332901,-86.5291666668205,32833.5084
32.4541666666329,-90.5291666668045,32790.324
41.2041666665978,-97.3708333334438,32770.575
41.1541666665981,-97.3625000001105,32758.584
34.8541666666233,-86.4875000001541,32752.07
41.2874999999309,-97.2625000001109,32726.304
32.512499999966,-90.4791666668048,32710.139
32.2624999999669,-87.6125000001495,32701.2
32.0624999999677,-87.7375000001491,32675.349
32.5208333332993,-90.4291666668049,32668.699
31.7291666666357,-85.595833333491,32658.16
33.1874999999633,-91.0958333334689,32617.08
32.0791666666344,-87.7291666668158,32614.014
41.2958333332642,-97.0625000001118,32589.447
33.0708333332971,-90.3541666668052,32576.4798
41.2791666665975,-97.3291666667774,32571.51
44.0374999999199,-90.070833333473,32524.8
32.3541666666332,-91.5458333334672,32514.3
32.2708333333003,-87.5791666668163,32504.364
37.929166666611,-95.9708333334494,32469.528
43.595833333255,-91.1625000001353,32469
35.1874999999553,-97.6041666667763,32434.66
32.5291666666325,-90.3541666668052,32412.6928
32.3374999999667,-87.6458333334828,32409.58
32.2208333333004,-87.6291666668161,32405.968
32.237499999967,-88.3541666668133,32387.59
32.2124999999672,-87.7625000001489,32376.984
34.1708333332926,-88.9708333334775,32369.088
